
Center of Image Mass Ch=2 Img=1
 ==================== 
Center of Image Mass X,Center of Image Mass Y,Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,Default Labels,ID,
36327,65578.6,43.2118,um,Surface,2,Center of Image Mass,Image 1,1,ATMgroup,0,
36274.2,65619.9,21.2251,um,Surface,2,Center of Image Mass,Image 1,1,TVCgroup,1,
