
Ellipsoid Axis Length A
 ==================== 
Ellipsoid Axis Length A,Unit,Category,Time,Default Labels,ID,
6.14288,um,Surface,1,ATMgroup,0,
6.58865,um,Surface,1,TVCgroup,1,
