
Ellipsoid Axis A
 ==================== 
Ellipsoid Axis A X,Ellipsoid Axis A Y,Ellipsoid Axis A Z,Unit,Category,Collection,Time,Default Labels,ID,
-0.787547,0.00769439,0.616206,um,Surface,Ellipsoid Axis A,1,ATMgroup,0,
0.134658,-0.866357,0.48093,um,Surface,Ellipsoid Axis A,1,TVCgroup,2,
