
Nucleus Distance from Origin
 ==================== 
Nucleus Distance from Origin,Unit,Category,Collection,Time,Default Labels,CellID,ID,
52233.4,um,Nucleus,Nucleus Distance from Origin,1,ATM,0,100000000,
52230.1,um,Nucleus,Nucleus Distance from Origin,1,ATM,1,100000001,
52247.1,um,Nucleus,Nucleus Distance from Origin,1,ATM,2,100000002,
52236.8,um,Nucleus,Nucleus Distance from Origin,1,TVC,3,100000003,
52250.3,um,Nucleus,Nucleus Distance from Origin,1,TVC,4,100000004,
52232.9,um,Nucleus,Nucleus Distance from Origin,1,TVC,5,100000005,
52249.2,um,Nucleus,Nucleus Distance from Origin,1,TVC,6,100000006,
52239.4,um,Nucleus,Nucleus Distance from Origin,1,TVC,7,100000007,
