
Cell Ellipsoid Axis C
 ==================== 
Cell Ellipsoid Axis C X,Cell Ellipsoid Axis C Y,Cell Ellipsoid Axis C Z,Unit,Category,Collection,Time,Default Labels,ID,
0.611867,-0.734852,0.292594,um,Cell,Cell Ellipsoid Axis C,1,ATM,4,
0.454706,-0.802,0.387347,um,Cell,Cell Ellipsoid Axis C,1,ATM,5,
-0.759409,-0.648745,0.0492615,um,Cell,Cell Ellipsoid Axis C,1,TVC,0,
0.978674,-0.137644,0.152485,um,Cell,Cell Ellipsoid Axis C,1,TVC,1,
0.776808,0.629733,-0.00254183,um,Cell,Cell Ellipsoid Axis C,1,TVC,2,
-0.734489,-0.642234,0.219229,um,Cell,Cell Ellipsoid Axis C,1,TVC,3,
