
Nucleus BoundingBoxAA Length
 ==================== 
Nucleus BoundingBoxAA Length X,Nucleus BoundingBoxAA Length Y,Nucleus BoundingBoxAA Length Z,Unit,Category,Collection,Time,Default Labels,CellID,ID,
8.53125,9.66797,10.5977,um,Nucleus,Nucleus BoundingBoxAA Length,1,ATM,2,100000001,
8.81641,7.10938,13.1412,um,Nucleus,Nucleus BoundingBoxAA Length,1,ATM,3,100000002,
6.25781,6.53906,9.74989,um,Nucleus,Nucleus BoundingBoxAA Length,1,TVC,1,100000000,
7.10938,5.11719,8.47817,um,Nucleus,Nucleus BoundingBoxAA Length,1,TVC,4,100000003,
5.6875,4.26172,5.93472,um,Nucleus,Nucleus BoundingBoxAA Length,1,TVC,5,100000004,
5.12109,5.97266,7.63035,um,Nucleus,Nucleus BoundingBoxAA Length,1,TVC,6,100000005,
