
Cell Cytoplasm Volume
 ==================== 
Cell Cytoplasm Volume,Unit,Category,Time,Default Labels,ID,
1824.48,um^3,Cell,1,TVC,1,
4881.08,um^3,Cell,1,ATM,2,
5663.21,um^3,Cell,1,ATM,3,
1206.06,um^3,Cell,1,TVC,4,
581.401,um^3,Cell,1,TVC,5,
922.816,um^3,Cell,1,TVC,6,
