
Center of Image Mass Ch=2 Img=1
 ==================== 
Center of Image Mass X,Center of Image Mass Y,Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,Default Labels,ID,
40245.7,98582.5,-93.654,um,Surface,2,Center of Image Mass,Image 1,1,ATM,5,
40253.1,98644.4,-95.2105,um,Surface,2,Center of Image Mass,Image 1,1,TVCgroup,0,
