
Center of Image Mass Ch=2 Img=1
 ==================== 
Center of Image Mass X,Center of Image Mass Y,Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,Default Labels,ID,
38013.5,59954.3,-29.3904,um,Surface,2,Center of Image Mass,Image 1,1,ATMgroup,4,
38083.4,59981.9,-37.2324,um,Surface,2,Center of Image Mass,Image 1,1,TVCgroup,0,
