
Ellipsoid Axis Length A
 ==================== 
Ellipsoid Axis Length A,Unit,Category,Time,Default Labels,ID,
8.92406,um,Surface,1,ATMgroup,0,
8.52498,um,Surface,1,TVCgroup,1,
