
Center of Image Mass Ch=1 Img=1
 ==================== 
Center of Image Mass X,Center of Image Mass Y,Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,Default Labels,ID,
37108.4,20302.5,151.672,um,Surface,1,Center of Image Mass,Image 1,1,ATMgroup,0,
37032.6,20261.7,167.128,um,Surface,1,Center of Image Mass,Image 1,1,TVCgroup,2,
