
Nucleus Volume
 ==================== 
Nucleus Volume,Unit,Category,Time,Default Labels,CellID,ID,
167.939,um^3,Nucleus,1,TVC,5,100000004,
185.662,um^3,Nucleus,1,TVC,6,100000005,
267.924,um^3,Nucleus,1,TVC,8,100000007,
210.316,um^3,Nucleus,1,TVC,9,100000008,
345.405,um^3,Nucleus,1,TVC,10,100000009,
325.326,um^3,Nucleus,1,TVC,12,100000011,
570.576,um^3,Nucleus,1,ATM,0,100000015,
