
Ellipsoid Axis Length C
 ==================== 
Ellipsoid Axis Length C,Unit,Category,Time,Default Labels,ID,
50.227,um,Surface,1,ATMgroup,0,
16.6824,um,Surface,1,TVCgroup,3,
