
Nucleus BoundingBoxOO Length
 ==================== 
Nucleus BoundingBoxOO Length A,Nucleus BoundingBoxOO Length B,Nucleus BoundingBoxOO Length C,Unit,Category,Collection,Time,Default Labels,CellID,ID,
7.70505,9.26482,12.6924,um,Nucleus,Nucleus BoundingBoxOO Length,1,ATM,0,100000000,
7.33992,8.92404,11.0406,um,Nucleus,Nucleus BoundingBoxOO Length,1,TVC,1,100000001,
5.73873,7.03641,8.33034,um,Nucleus,Nucleus BoundingBoxOO Length,1,TVC,2,100000002,
5.64872,6.50387,8.6351,um,Nucleus,Nucleus BoundingBoxOO Length,1,TVC,3,100000003,
5.04681,6.62839,6.77662,um,Nucleus,Nucleus BoundingBoxOO Length,1,TVC,4,100000004,
5.13894,5.82522,6.92456,um,Nucleus,Nucleus BoundingBoxOO Length,1,TVC,5,100000005,
