
Nucleus BoundingBoxAA Length
 ==================== 
Nucleus BoundingBoxAA Length X,Nucleus BoundingBoxAA Length Y,Nucleus BoundingBoxAA Length Z,Unit,Category,Collection,Time,Default Labels,CellID,ID,
8.26562,9.70312,11.4326,um,Nucleus,Nucleus BoundingBoxAA Length,1,ATM,0,100000000,
8.83594,7.98438,11.0092,um,Nucleus,Nucleus BoundingBoxAA Length,1,TVC,1,100000001,
5.98438,6.84375,8.0452,um,Nucleus,Nucleus BoundingBoxAA Length,1,TVC,2,100000002,
6.55078,5.98438,8.46863,um,Nucleus,Nucleus BoundingBoxAA Length,1,TVC,3,100000003,
6.83594,5.42188,7.19833,um,Nucleus,Nucleus BoundingBoxAA Length,1,TVC,4,100000004,
5.41406,5.70312,6.7749,um,Nucleus,Nucleus BoundingBoxAA Length,1,TVC,5,100000005,
