
Ellipsoid Axis Length A
 ==================== 
Ellipsoid Axis Length A,Unit,Category,Time,Default Labels,ID,
8.65012,um,Surface,1,ATMgroup,0,
6.15313,um,Surface,1,TVCgroup,1,
