
Ellipsoid Axis A
 ==================== 
Ellipsoid Axis A X,Ellipsoid Axis A Y,Ellipsoid Axis A Z,Unit,Category,Collection,Time,Default Labels,ID,
0.459479,-0.0905386,-0.883562,um,Surface,Ellipsoid Axis A,1,ATMgroup,2,
0.144638,0.989412,0.0120128,um,Surface,Ellipsoid Axis A,1,TVCgroup,0,
