
Ellipsoid Axis Length B
 ==================== 
Ellipsoid Axis Length B,Unit,Category,Time,Default Labels,ID,
7.8778,um,Surface,1,ATMgroup,0,
13.163,um,Surface,1,TVCgroup,2,
