
Ellipsoid Axis Length B
 ==================== 
Ellipsoid Axis Length B,Unit,Category,Time,Default Labels,ID,
16.4091,um,Surface,1,TVCgroup,0,
12.3154,um,Surface,1,ATMgroup,4,
