
Ellipsoid Axis B
 ==================== 
Ellipsoid Axis B X,Ellipsoid Axis B Y,Ellipsoid Axis B Z,Unit,Category,Collection,Time,Default Labels,ID,
0.903974,0.304071,-0.30062,um,Surface,Ellipsoid Axis B,1,ATMgroup,0,
0.330303,0.280539,0.90122,um,Surface,Ellipsoid Axis B,1,TVCgroup,2,
