
Ellipsoid Axis Length C
 ==================== 
Ellipsoid Axis Length C,Unit,Category,Time,Default Labels,ID,
19.2097,um,Surface,1,TVCgroup,0,
60.1899,um,Surface,1,ATMgroup,2,
