
Cell Sphericity
 ==================== 
Cell Sphericity,Unit,Category,Time,Default Labels,ID,
0.516818,,Cell,1,TVC,0,
0.477982,,Cell,1,TVC,1,
0.52051,,Cell,1,TVC,2,
0.44454,,Cell,1,TVC,3,
0.410754,,Cell,1,ATM,6,
0.457349,,Cell,1,ATM,7,
