
Cell Ellipsoid Axis Length C
 ==================== 
Cell Ellipsoid Axis Length C,Unit,Category,Time,Default Labels,ID,
10.0797,um,Cell,1,TVC,0,
9.4565,um,Cell,1,TVC,1,
8.39353,um,Cell,1,TVC,2,
11.8177,um,Cell,1,TVC,3,
31.0685,um,Cell,1,ATM,6,
30.406,um,Cell,1,ATM,7,
