
Center of Image Mass Ch=2 Img=1
 ==================== 
Center of Image Mass X,Center of Image Mass Y,Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,Default Labels,ID,
62.0087,66.1225,57.7381,um,Surface,2,Center of Image Mass,Image 1,1,ATM,5,
107.55,48.2281,84.3694,um,Surface,2,Center of Image Mass,Image 1,1,TVCgroup,0,
