
BoundingBoxAA Length
 ==================== 
BoundingBoxAA Length X,BoundingBoxAA Length Y,BoundingBoxAA Length Z,Unit,Category,Collection,Time,Default Labels,ID,
53.1094,59.0625,25.8294,um,Surface,BoundingBoxAA Length,1,ATMgroup,1,
16.7539,27.5469,19.0545,um,Surface,BoundingBoxAA Length,1,TVCgroup,0,
