
Ellipsoid Axis C
 ==================== 
Ellipsoid Axis C X,Ellipsoid Axis C Y,Ellipsoid Axis C Z,Unit,Category,Collection,Time,Default Labels,ID,
0.666874,-0.742477,0.0633026,um,Surface,Ellipsoid Axis C,1,ATMgroup,1,
-0.241914,-0.935332,0.258131,um,Surface,Ellipsoid Axis C,1,TVCgroup,0,
