
Nucleus Relative To Cell Distance from Origin
 ==================== 
Nucleus Relative To Cell Distance from Origin,Unit,Category,Collection,Time,Default Labels,CellID,ID,
5.97169,um,Nucleus,Nucleus Relative To Cell Distance from Origin,1,ATM,9,100000009,
1.37846,um,Nucleus,Nucleus Relative To Cell Distance from Origin,1,TVC,0,100000000,
2.06848,um,Nucleus,Nucleus Relative To Cell Distance from Origin,1,TVC,2,100000002,
2.85514,um,Nucleus,Nucleus Relative To Cell Distance from Origin,1,TVC,3,100000003,
2.83062,um,Nucleus,Nucleus Relative To Cell Distance from Origin,1,TVC,4,100000004,
2.88155,um,Nucleus,Nucleus Relative To Cell Distance from Origin,1,TVC,7,100000007,
