
Cell Ellipticity (prolate)
 ==================== 
Cell Ellipticity (prolate),Unit,Category,Time,Default Labels,ID,
0.498135,,Cell,1,ATM,0,
0.531534,,Cell,1,ATM,1,
0.366505,,Cell,1,TVC,4,
0.464899,,Cell,1,TVC,5,
0.37866,,Cell,1,TVC,6,
0.580619,,Cell,1,TVC,10,
