
Nucleus Sphericity
 ==================== 
Nucleus Sphericity,Unit,Category,Time,Default Labels,CellID,ID,
0.647436,,Nucleus,1,TVC,3,100000002,
0.647422,,Nucleus,1,TVC,4,100000003,
0.638878,,Nucleus,1,TVC,5,100000004,
0.629696,,Nucleus,1,TVC,6,100000005,
0.630044,,Nucleus,1,ATM,7,100000006,
0.652377,,Nucleus,1,ATM,8,100000007,
