
Cell Center of Image Mass Ch=1 Img=1
 ==================== 
Cell Center of Image Mass X,Cell Center of Image Mass Y,Cell Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,Default Labels,ID,
39919.2,63563.3,118.22,um,Cell,1,Cell Center of Image Mass,Image 1,1,ATM,8,
39900.3,63550.6,122.943,um,Cell,1,Cell Center of Image Mass,Image 1,1,ATM,10,
39958.9,63629.7,103.336,um,Cell,1,Cell Center of Image Mass,Image 1,1,TVC,0,
39950.1,63630.6,103.644,um,Cell,1,Cell Center of Image Mass,Image 1,1,TVC,1,
39954.6,63621.9,103.951,um,Cell,1,Cell Center of Image Mass,Image 1,1,TVC,2,
39944,63620.4,104.599,um,Cell,1,Cell Center of Image Mass,Image 1,1,TVC,3,
