
Cell Ellipsoid Axis Length B
 ==================== 
Cell Ellipsoid Axis Length B,Unit,Category,Time,Default Labels,ID,
9.35672,um,Cell,1,ATM,1,
9.10834,um,Cell,1,ATM,2,
6.66419,um,Cell,1,TVC,7,
7.41962,um,Cell,1,TVC,8,
6.49084,um,Cell,1,TVC,10,
8.66287,um,Cell,1,TVC,11,
