
Cell Cytoplasm Volume
 ==================== 
Cell Cytoplasm Volume,Unit,Category,Time,Default Labels,ID,
5780.66,um^3,Cell,1,ATM,0,
2212.21,um^3,Cell,1,TVC,1,
3240.63,um^3,Cell,1,TVC,2,
4313.34,um^3,Cell,1,TVC,3,
3008.5,um^3,Cell,1,TVC,4,
4904.47,um^3,Cell,1,TVC,5,
6428.83,um^3,Cell,1,ATM,6,
