
Position
 ==================== 
Position X,Position Y,Position Z,Unit,Category,Collection,Time,Default Labels,ID,
39933.5,56692.3,92.3756,um,Surface,Position,1,ATMgroup,4,
40006.3,56690.3,89.1075,um,Surface,Position,1,TVCgroup,0,
