
Center of Image Mass Ch=1 Img=1
 ==================== 
Center of Image Mass X,Center of Image Mass Y,Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,Default Labels,ID,
39932.7,56694.7,92.3227,um,Surface,1,Center of Image Mass,Image 1,1,ATMgroup,4,
40005.7,56690.9,88.5243,um,Surface,1,Center of Image Mass,Image 1,1,TVCgroup,0,
