
BoundingBoxAA Length
 ==================== 
BoundingBoxAA Length X,BoundingBoxAA Length Y,BoundingBoxAA Length Z,Unit,Category,Collection,Time,Default Labels,ID,
49.4141,44.2969,30.9105,um,Surface,BoundingBoxAA Length,1,ATMgroup,4,
29.2461,23,38.1089,um,Surface,BoundingBoxAA Length,1,TVCgroup,0,
