
Nucleus Position
 ==================== 
Nucleus Position X,Nucleus Position Y,Nucleus Position Z,Unit,Category,Collection,Time,Default Labels,CellID,ID,
44067.4,45872,175.956,um,Nucleus,Nucleus Position,1,ATM,1,100000001,
44028.7,45857,188.802,um,Nucleus,Nucleus Position,1,ATM,2,100000002,
44030.2,45860.2,197.88,um,Nucleus,Nucleus Position,1,ATM,3,100000003,
43964.5,45822.8,160.103,um,Nucleus,Nucleus Position,1,TVC,0,100000000,
