
Center of Homogeneous Mass
 ==================== 
Center of Homogeneous Mass X,Center of Homogeneous Mass Y,Center of Homogeneous Mass Z,Unit,Category,Collection,Time,Default Labels,ID,
38322.6,72035.1,-6.17299,um,Surface,Center of Homogeneous Mass,1,ATMgroup,2,
38263.2,72102.3,19.3837,um,Surface,Center of Homogeneous Mass,1,TVCgroup,0,
