
Position
 ==================== 
Position X,Position Y,Position Z,Unit,Category,Collection,Time,Default Labels,ID,
43122.5,41960,46.4665,um,Surface,Position,1,ATMgroup,1,
43215.8,41976.7,48.7557,um,Surface,Position,1,TVC,0,
