
BoundingBoxAA Length
 ==================== 
BoundingBoxAA Length X,BoundingBoxAA Length Y,BoundingBoxAA Length Z,Unit,Category,Collection,Time,Default Labels,ID,
69.7656,52.9609,26.6762,um,Surface,BoundingBoxAA Length,1,ATMgroup,1,
37.8711,28.4688,22.4419,um,Surface,BoundingBoxAA Length,1,TVCgroup,0,
