
Position
 ==================== 
Position X,Position Y,Position Z,Unit,Category,Collection,Time,Default Labels,ID,
45967.7,68637.3,-60.4593,um,Surface,Position,1,ATMgroup,1,
45937.1,68673.6,-81.5578,um,Surface,Position,1,TVCgroup,0,
