
Cell Center of Homogeneous Mass
 ==================== 
Cell Center of Homogeneous Mass X,Cell Center of Homogeneous Mass Y,Cell Center of Homogeneous Mass Z,Unit,Category,Collection,Time,Default Labels,ID,
35688.3,71575,19.2368,um,Cell,Cell Center of Homogeneous Mass,1,ATM,10,
35697.1,71541.5,20.6823,um,Cell,Cell Center of Homogeneous Mass,1,ATM,11,
35650.9,71600.1,-9.3842,um,Cell,Cell Center of Homogeneous Mass,1,TVC,0,
35663.7,71600.9,-9.0483,um,Cell,Cell Center of Homogeneous Mass,1,TVC,1,
35653.4,71611.9,-11.2777,um,Cell,Cell Center of Homogeneous Mass,1,TVC,2,
35645.9,71607.5,-8.288,um,Cell,Cell Center of Homogeneous Mass,1,TVC,3,
