
Cell Nucleus to Cytoplasm Volume Ratio
 ==================== 
Cell Nucleus to Cytoplasm Volume Ratio,Unit,Category,Time,Default Labels,ID,
0.193801,,Cell,1,TVC,2,
0.0944503,,Cell,1,TVC,4,
0.0997769,,Cell,1,TVC,5,
0.105913,,Cell,1,TVC,6,
0.0974101,,Cell,1,TVC,8,
0.0730333,,Cell,1,ATM,9,
