
Ellipsoid Axis Length A
 ==================== 
Ellipsoid Axis Length A,Unit,Category,Time,Default Labels,ID,
8.52773,um,Surface,1,ATMgroup,0,
4.55424,um,Surface,1,TVCgroup,4,
