
Ellipsoid Axis Length C
 ==================== 
Ellipsoid Axis Length C,Unit,Category,Time,Default Labels,ID,
56.1944,um,Surface,1,ATMgroup,0,
17.3358,um,Surface,1,TVCgroup,2,
