
Nucleus Ellipticity (oblate)
 ==================== 
Nucleus Ellipticity (oblate),Unit,Category,Time,Default Labels,CellID,ID,
0.264495,,Nucleus,1,TVC,0,100000000,
0.236475,,Nucleus,1,TVC,1,100000001,
0.451385,,Nucleus,1,TVC,2,100000002,
0.673544,,Nucleus,1,TVC,3,100000003,
0.420961,,Nucleus,1,ATM,4,100000004,
0.319245,,Nucleus,1,ATM,5,100000005,
