
Cell Cytoplasm Volume
 ==================== 
Cell Cytoplasm Volume,Unit,Category,Time,Default Labels,ID,
7403.22,um^3,Cell,1,ATM,1,
6050.65,um^3,Cell,1,ATM,2,
5476.35,um^3,Cell,1,ATM,3,
999.047,um^3,Cell,1,TVC,4,
2071.37,um^3,Cell,1,TVC,5,
936.211,um^3,Cell,1,TVC,6,
1720.07,um^3,Cell,1,TVC,7,
