
Cell Ellipsoid Axis Length C
 ==================== 
Cell Ellipsoid Axis Length C,Unit,Category,Time,Default Labels,ID,
23.5103,um,Cell,1,ATM,0,
29.9371,um,Cell,1,ATM,1,
10.1276,um,Cell,1,TVC,2,
8.57973,um,Cell,1,TVC,3,
8.47065,um,Cell,1,TVC,4,
9.14574,um,Cell,1,TVC,5,
