
Center of Homogeneous Mass
 ==================== 
Center of Homogeneous Mass X,Center of Homogeneous Mass Y,Center of Homogeneous Mass Z,Unit,Category,Collection,Time,Default Labels,ID,
44450.3,77558.6,144.139,um,Surface,Center of Homogeneous Mass,1,ATMgroup,4,
44519.5,77570.2,139.742,um,Surface,Center of Homogeneous Mass,1,TVCgroup,0,
