
Center of Homogeneous Mass
 ==================== 
Center of Homogeneous Mass X,Center of Homogeneous Mass Y,Center of Homogeneous Mass Z,Unit,Category,Collection,Time,Default Labels,ID,
33332.1,50582.6,0.902808,um,Surface,Center of Homogeneous Mass,1,ATMgroup,1,
33247.3,50631.3,5.28724,um,Surface,Center of Homogeneous Mass,1,TVCgroup,0,
