
Cell Center of Image Mass Ch=1 Img=1
 ==================== 
Cell Center of Image Mass X,Cell Center of Image Mass Y,Cell Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,Default Labels,ID,
43608,26303.7,188.11,um,Cell,1,Cell Center of Image Mass,Image 1,1,ATM,9,
43637.9,26265.3,185.354,um,Cell,1,Cell Center of Image Mass,Image 1,1,ATM,10,
43569.8,26338.9,167.008,um,Cell,1,Cell Center of Image Mass,Image 1,1,TVC,1,
43559.1,26347.2,167.939,um,Cell,1,Cell Center of Image Mass,Image 1,1,TVC,2,
43559.2,26326.2,167.895,um,Cell,1,Cell Center of Image Mass,Image 1,1,TVC,3,
43551,26336.5,168.17,um,Cell,1,Cell Center of Image Mass,Image 1,1,TVC,5,
