
Nucleus Sphericity
 ==================== 
Nucleus Sphericity,Unit,Category,Time,Default Labels,CellID,ID,
0.671901,,Nucleus,1,TVC,1,100000001,
0.637542,,Nucleus,1,TVC,2,100000002,
0.634053,,Nucleus,1,TVC,3,100000003,
0.623728,,Nucleus,1,TVC,5,100000005,
0.632746,,Nucleus,1,ATM,9,100000009,
0.65334,,Nucleus,1,ATM,10,100000010,
