
Cell Cytoplasm Volume
 ==================== 
Cell Cytoplasm Volume,Unit,Category,Time,Default Labels,ID,
1209.79,um^3,Cell,1,TVC,0,
855.003,um^3,Cell,1,TVC,1,
822.815,um^3,Cell,1,TVC,2,
1694.7,um^3,Cell,1,TVC,3,
3880.92,um^3,Cell,1,ATM,4,
4605.7,um^3,Cell,1,ATM,5,
