
BoundingBoxAA Length
 ==================== 
BoundingBoxAA Length X,BoundingBoxAA Length Y,BoundingBoxAA Length Z,Unit,Category,Collection,Time,Default Labels,ID,
20.1914,35.2578,13.9732,um,Surface,BoundingBoxAA Length,1,ATM,0,
33.8359,27.0078,17.7841,um,Surface,BoundingBoxAA Length,1,TVCgroup,1,
