
BoundingBoxOO Length
 ==================== 
BoundingBoxOO Length A,BoundingBoxOO Length B,BoundingBoxOO Length C,Unit,Category,Collection,Time,Default Labels,ID,
15.9688,20.9805,78.0352,um,Surface,BoundingBoxOO Length,1,ATMgroup,0,
15.2813,24.8125,28.1699,um,Surface,BoundingBoxOO Length,1,TVCgroup,2,
