
Ellipsoid Axis A
 ==================== 
Ellipsoid Axis A X,Ellipsoid Axis A Y,Ellipsoid Axis A Z,Unit,Category,Collection,Time,Default Labels,ID,
0.402993,-0.631109,0.662796,um,Surface,Ellipsoid Axis A,1,ATMgroup,0,
-0.920399,0.288003,0.264424,um,Surface,Ellipsoid Axis A,1,TVCgroup,2,
