
Cell Ellipsoid Axis Length B
 ==================== 
Cell Ellipsoid Axis Length B,Unit,Category,Time,Default Labels,ID,
14.3259,um,Cell,1,ATM,2,
16.9968,um,Cell,1,ATM,3,
5.94862,um,Cell,1,TVC,4,
7.55773,um,Cell,1,TVC,5,
6.96297,um,Cell,1,TVC,6,
7.65173,um,Cell,1,TVC,7,
