
BoundingBoxOO Length
 ==================== 
BoundingBoxOO Length A,BoundingBoxOO Length B,BoundingBoxOO Length C,Unit,Category,Collection,Time,Default Labels,ID,
13.3008,19.8203,105.711,um,Surface,BoundingBoxOO Length,1,ATMgroup,0,
18.7266,25.3984,34.3516,um,Surface,BoundingBoxOO Length,1,TVCgroup,2,
