
Cell Cytoplasm Area
 ==================== 
Cell Cytoplasm Area,Unit,Category,Time,Default Labels,ID,
2141.53,um^2,Cell,1,TVC,0,
1884.4,um^2,Cell,1,TVC,1,
4796.33,um^2,Cell,1,ATM,2,
1184.59,um^2,Cell,1,TVC,3,
4003.37,um^2,Cell,1,ATM,4,
1100.16,um^2,Cell,1,TVC,5,
