
Ellipsoid Axis Length C
 ==================== 
Ellipsoid Axis Length C,Unit,Category,Time,Default Labels,ID,
46.4542,um,Surface,1,ATMgroup,0,
15.0402,um,Surface,1,TVCgroup,3,
