
Center of Image Mass Ch=1 Img=1
 ==================== 
Center of Image Mass X,Center of Image Mass Y,Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,Default Labels,ID,
35420.5,45355.6,81.8541,um,Surface,1,Center of Image Mass,Image 1,1,ATMgroup,0,
35387.3,45320.1,57.0093,um,Surface,1,Center of Image Mass,Image 1,1,TVCgroup,3,
