
Cell Sphericity
 ==================== 
Cell Sphericity,Unit,Category,Time,Default Labels,ID,
0.446089,,Cell,1,ATM,1,
0.442389,,Cell,1,ATM,3,
0.508338,,Cell,1,TVC,4,
0.489232,,Cell,1,TVC,5,
0.435145,,Cell,1,TVC,8,
0.454482,,Cell,1,TVC,10,
