
Center of Image Mass Ch=2 Img=1
 ==================== 
Center of Image Mass X,Center of Image Mass Y,Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,Default Labels,ID,
37650.7,61771.6,35.0822,um,Surface,2,Center of Image Mass,Image 1,1,ATMgroup,5,
37706.7,61748.5,33.8158,um,Surface,2,Center of Image Mass,Image 1,1,TVCgroup,0,
