
Ellipsoid Axis A
 ==================== 
Ellipsoid Axis A X,Ellipsoid Axis A Y,Ellipsoid Axis A Z,Unit,Category,Collection,Time,Default Labels,ID,
0.901942,0.406765,-0.14506,um,Surface,Ellipsoid Axis A,1,ATMgroup,5,
0.132048,-0.177166,0.975282,um,Surface,Ellipsoid Axis A,1,TVCgroup,0,
