
BoundingBoxOO Length
 ==================== 
BoundingBoxOO Length A,BoundingBoxOO Length B,BoundingBoxOO Length C,Unit,Category,Collection,Time,Default Labels,ID,
16.1055,25.5627,105.781,um,Surface,BoundingBoxOO Length,1,ATMgroup,4,
21.7578,28.0261,28.5977,um,Surface,BoundingBoxOO Length,1,TVCgroup,0,
